headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
They Were Told They Were in a Safe Area. Then Came the Missiles.,2024-07-15 04:02:09+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Defense and Military Forces; Civilian Casualties; Missiles and Missile Defense Systems,Hamas,https://www.nytimes.com/2024/07/15/world/middleeast/israel-hamas-strike-gaza-al-mawasi.html,"Survivors of a strike in Gaza on Saturday that Israel said had targeted Hamas’s top military leader described a scene of carnage, with fire, smoke, blood and bodies everywhere.",1075
"China Will Host Senior Officials of Hamas and Fatah, Longtime Adversaries",2024-07-15 12:15:41+00:00,"Haniya, Ismail; Ahmad, Azzam al-",China; Gaza Strip,Israel-Gaza War (2023- ); Peace Process,"Fatah, Al; Hamas; Palestinian Authority",https://www.nytimes.com/2024/07/15/world/middleeast/china-hamas-fatah-gaza.html,A rapprochement between the rival Palestinian factions could make postwar governance of Gaza more feasible.,833
Political Violence and Guns in America,2024-07-15 18:00:39+00:00,"Trump, Donald J; Biden, Joseph R Jr",,Assassinations and Attempted Assassinations; Presidential Election of 2024; Gun Control; United States Politics and Government; Colleges and Universities; Parenting; Israel-Gaza War (2023- ); Private and Sectarian Schools; Trump Assassination Attempt (July 2024),,https://www.nytimes.com/2024/07/15/opinion/trump-political-violence-guns.html,"Readers discuss heated rhetoric, lax gun laws, a security failure and more. Also: Tips for college; seeking common ground in a dialogue.",1117
"Israel in Talks Over Withdrawing From Egypt-Gaza Border, Officials Say",2024-07-15 21:00:58+00:00,,Egypt; China; Israel,Israel-Gaza War (2023- ); Peace Process; International Relations; Palestinians; Politics and Government,"Hamas; Fatah, Al; Palestinian Authority",https://www.nytimes.com/2024/07/15/world/middleeast/israel-egypt-gaza-border.html,The discussions between Israeli and Egyptian officials comes amid diplomatic activity on several continents over a cease-fire deal and postwar plans for the territory.,1236
Biden Says It Was a Mistake to Say He Wanted to Put Trump in a ‘Bull’s-Eye’,2024-07-15 22:17:19+00:00,"Biden, Joseph R Jr; Trump, Donald J; Holt, Lester (1959- )",Israel,"Presidential Election of 2024; United States Politics and Government; Assassinations and Attempted Assassinations; Israel-Gaza War (2023- ); Storming of the US Capitol (Jan, 2021); Youth; Trump Assassination Attempt (July 2024)",YouTube.com; National Broadcasting Co,https://www.nytimes.com/2024/07/15/us/politics/biden-2024-election-trump.html,"In an interview with NBC’s Lester Holt, President Biden at times came across as frustrated with the focus on his mental acuity.",1219
The End of a Strategic Deployment,2024-07-16 09:03:45+00:00,"Biden, Joseph R Jr; Sullivan, Jacob J (1976- )",Middle East; Gaza Strip; Israel; Iran,International Relations; Israel-Gaza War (2023- ); Palestinians; United States International Relations,Hamas; Hezbollah; National Security Council; United States Navy,https://www.nytimes.com/2024/07/16/us/politics/uss-eisenhower-jake-sullivan.html,"As the aircraft carrier Eisenhower returned home, the U.S. national security adviser assessed the Biden administration’s efforts to contain the conflict in the Middle East.",1216
Surge in Violence by West Bank Settlers Draws Ire of Israel’s Allies,2024-07-16 10:33:09+00:00,"Netanyahu, Benjamin; Smotrich, Bezalel (1980- )",West Bank,Israeli Settlements; Palestinians; Human Rights and Human Rights Violations; Politics and Government; Defense and Military Forces; International Relations; Embargoes and Sanctions; Israel-Gaza War (2023- ),European Union; Hamas; Peace Now; Palestinian Authority,https://www.nytimes.com/2024/07/16/world/middleeast/settler-violence-west-bank.html,"The European Union sanctioned settler extremists for ‘systematic human rights abuses against Palestinians,’ and rights groups say the Israeli military is complicit.",874
Israeli Strikes Kill Several People in Central and Southern Gaza,2024-07-16 18:59:43+00:00,,Khan Younis (Gaza Strip); Nuseirat (Gaza Strip),Israel-Gaza War (2023- ),United Nations,https://www.nytimes.com/video/world/middleeast/100000009574297/strikes-gaza-nuseirat-khan-younis.html,"The strikes hit a United Nations school-turned-shelter in Nuseirat, central Gaza, and a site in the Mawasi area in Khan Younis, further south. Gaza’s health ministry said both strikes resulted in casualties. The Israeli military said it was targeting militants.",0
How the Israeli Hostage Rescue Led to One of Gaza’s Deadliest Days,2024-07-16 19:29:51+00:00,"Argamani, Noa",Israel; Gaza Strip,Israel-Gaza War (2023- ); Rescues; Kidnapping and Hostages; Defense and Military Forces; Civilian Casualties; Palestinians; Terrorism; vis-video,Hamas,https://www.nytimes.com/interactive/2024/07/16/world/middleeast/israel-hostage-rescue-nuseirat.html,A firefight amid a recovery mission. At least 19 Israeli airstrikes. Scores of Palestinians killed. A Times visual analysis shows how the June 8 operation had such a high toll.,0
"After Backlash, Marvel Gives an Israeli Superhero a New Backstory",2024-07-16 21:19:55+00:00,"Haas, Shira",Israel,Comic Books and Strips; Movies; Jews and Judaism; Palestinians; Israel-Gaza War (2023- ),Marvel Studios,https://www.nytimes.com/2024/07/16/movies/sabra-israeli-superhero-marvel.html,"The studio said Sabra, a Mossad agent in comic books, will be “a high-ranking U.S. government official” in its next Captain America movie.",471
"Israeli Airstrikes Kill Over 20, Gazans Say, and Hit Another U.N. Building",2024-07-16 21:44:57+00:00,,Israel; Gaza Strip; Nuseirat (Gaza Strip); Khan Younis (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Terrorism; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Peace Process,Hamas; United Nations,https://www.nytimes.com/2024/07/16/world/middleeast/israel-hamas-gaza.html,"The Israeli military said it was targeting militants operating in a U.N. school being used as a shelter in Nuseirat. A second strike caused fatalities in Al-Mawasi, the Gazan Health Ministry said.",842
Israel Gives an Indication of the War’s Toll on Hamas,2024-07-17 11:12:09+00:00,,Gaza Strip,Israel-Gaza War (2023- ); Palestinians,Hamas,https://www.nytimes.com/2024/07/17/world/middleeast/israel-gaza-hamas-leaders-killed.html,"The military said that it had killed or captured around 14,000 combatants in Gaza since the war’s start but left considerable ambiguity about the figure.",743
The Catholic President Who’s ‘Almost’ Jewish,2024-07-18 04:01:16+00:00,"Milei, Javier; Francis",ARGENTINA,Jews and Judaism; Politics and Government; Terrorism; International Relations; Israel-Gaza War (2023- ),Roman Catholic Church; Hamas,https://www.nytimes.com/2024/07/18/world/americas/argentina-milei-judaism.html,Javier Milei has developed a public devotion to Judaism unusual for a leader of a predominantly Roman Catholic country.,1187
"G.O.P. Puts Israel and Antisemitism Front and Center, Courting U.S. Jews",2024-07-18 04:05:06+00:00,"Trump, Donald J; Biden, Joseph R Jr",,Presidential Election of 2024; Israel-Gaza War (2023- ); Jews and Judaism; Republican National Convention,Republican National Committee; Republican Party; Hamas,https://www.nytimes.com/2024/07/18/us/politics/israel-rnc-antisemitism-jews.html,Convention speakers included college students who defended the U.S. flag from pro-Palestinian protesters and the parents of an American still being held by Hamas.,288
Pressure Rises on Netanyahu Over Cease-Fire Deal as His Speech to Congress Looms,2024-07-18 09:59:51+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Kidnapping and Hostages; Peace Process,Hamas,https://www.nytimes.com/2024/07/18/world/middleeast/hostages-netanyahu-congress.html,"The Israeli leader’s speech before a divided Congress next week is likely to be contentious, particularly if he does not close a deal with Hamas to end the war before he travels to Washington.",843
Fearful or Cheerful? World Leaders Mull a Potential Trump Foreign Policy,2024-07-18 16:27:46+00:00,"Biden, Joseph R Jr; Trump, Donald J; Vance, J D",Israel; Ukraine; Russia; Europe,Republican National Convention; United States International Relations; United States Politics and Government; Presidential Election of 2024; Foreign Aid; Protectionism (Trade); Russian Invasion of Ukraine (2022); Israel-Gaza War (2023- ),Republican Party,https://www.nytimes.com/2024/07/18/world/europe/trump-foreign-policy.html,Some governments are taking concrete steps to prepare for the possible return of the former U.S. president.,1555
Palestinian Bid to Ban Israel From Soccer Is Put Off,2024-07-18 21:44:12+00:00,,Israel,Palestinians; Olympic Games; Soccer; Israel-Gaza War (2023- ); International Relations,International Federation of Association Football (FIFA),https://www.nytimes.com/2024/07/18/sports/fifa-israel-soccer.html,A decision by FIFA to delay the resolution of a bitter dispute until August will allow Israel to take part in the men’s tournament at the Paris Olympics.,628
Pressure Builds on Netanyahu as Visit to Washington Nears,2024-07-18 22:00:11+00:00,"Netanyahu, Benjamin; Ben-Gvir, Itamar; Gallant, Yoav; Gantz, Benny; Johnson, Mike (1972- ); Lapid, Yair",Israel; United States; Gaza Strip; Egypt; Qatar,"Israel-Gaza War (2023- ); Politics and Government; Speeches and Statements; United States International Relations; International Relations; Palestinians; Kidnapping and Hostages; Peace Process; Demonstrations, Protests and Riots",Hamas,https://www.nytimes.com/2024/07/18/world/middleeast/netanyahu-gaza-congress-speech.html,A planned speech to Congress by Prime Minister Benjamin Netanyahu has made clear the serious divisions he faces back home.,1035
Israel’s military says it’s investigating why it missed the drone that hit Tel Aviv.,2024-07-19 02:39:54+00:00,,Israel; Tel Aviv (Israel); Iran,Iran-Israel Proxy Conflict; Defense and Military Forces; Israel-Gaza War (2023- ); Drones (Pilotless Planes),Hamas; Houthis,https://www.nytimes.com/2024/07/19/world/middleeast/israel-tel-aviv-explosion.html,An Israeli military official said the military was still investigating where the drone was launched from.,702
A Border Crossing Shuttered for Months Traps the Sick and Wounded in Gaza,2024-07-19 04:01:17+00:00,,Israel; Gaza Strip; Egypt,Israel-Gaza War (2023- ); Defense and Military Forces; Terrorism; Palestinians; Refugees and Displaced Persons; Civilian Casualties; Hospitals; Humanitarian Aid,Hamas; Palestinian Authority,https://www.nytimes.com/2024/07/19/world/middleeast/rafah-palestinians-gaza-trapped.html,"The Rafah crossing to Egypt has been closed since Israel captured it in early May, blocking the only route out of the territory for thousands of Palestinians who desperately need medical care.",1473
Britain says it’s restoring funding to the U.N. agency that aids Palestinians.,2024-07-19 12:04:08+00:00,"Lammy, David",Gaza Strip; Great Britain,International Relations; Palestinians; Israel-Gaza War (2023- ); Humanitarian Aid,United Nations Relief and Works Agency,https://www.nytimes.com/2024/07/19/world/middleeast/uk-unrwa-funding-palestinians-gaza.html,"The country’s new foreign secretary said that the agency, UNRWA, had taken steps to ensure that it meets “the highest standards of neutrality.”",606
"Houthis Launch Deadly Drone Strike on Tel Aviv, Evading Israel’s Defenses",2024-07-19 21:01:25+00:00,,Gaza Strip; Israel; Iran; Yemen; Red Sea,"Israel-Gaza War (2023- ); Drones (Pilotless Planes); Palestinians; Defense and Military Forces; International Relations; Deaths (Fatalities); United States International Relations; Diplomatic Service, Embassies and Consulates",Houthis; Hamas; Hezbollah,https://www.nytimes.com/2024/07/19/world/middleeast/houthis-drone-strike-tel-aviv.html,"At least one person was killed and eight others injured in a predawn attack on Friday. The Israeli military said it was investigating why it “did not identify it, attack it and intercept it.”",1024
Blinken Says Gaza Cease-Fire Deal Is ‘Inside the 10-Yard Line’,2024-07-20 00:21:17+00:00,"Biden, Joseph R Jr; Blinken, Antony J; Brown, Charles Q Jr; Netanyahu, Benjamin; Sullivan, Jacob J (1976- )",,United States International Relations; International Relations; Palestinians; United States Politics and Government; Peace Process; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022),Hamas; Houthis; Palestinian Authority,https://www.nytimes.com/2024/07/19/us/politics/blinken-sullivan-gaza-cease-fire.html,"The national security adviser, Jake Sullivan, was more cautious as both spoke ahead of next week’s visit to Washington by Prime Minister Benjamin Netanyahu of Israel.",1042
Houthi Drone Strike Highlights Dilemmas for Israel,2024-07-20 12:02:43+00:00,"Netanyahu, Benjamin",Tel Aviv (Israel); Gaza Strip; Israel,Israel-Gaza War (2023- ); Drones (Pilotless Planes),Houthis; Hamas,https://www.nytimes.com/2024/07/20/world/middleeast/houthi-drone-strike-israel-tel-aviv.html,"Israel has few options to retaliate for the attack in Tel Aviv, which made clear the weakness of its air defense system against unmanned aircraft and heightened concerns about the threat of Iranian-backed militias.",1003
Israeli Jets Bomb Sites in Yemen Linked to Iran-Backed Houthis,2024-07-20 16:08:44+00:00,,Israel; Yemen,Defense and Military Forces; Terrorism; Drones (Pilotless Planes); Iran-Israel Proxy Conflict; Israel-Gaza War (2023- ); International Relations,Houthis,https://www.nytimes.com/2024/07/20/world/middleeast/israel-houthis-yemen.html,"The strike was retaliation for a drone attack launched from Yemen a day earlier, which evaded Israel’s defenses and hit a building in Tel Aviv, killing one person.",1231
Israeli Airstrikes Hit Houthi Targets in Yemen,2024-07-20 20:43:54+00:00,,Israel; Yemen,Defense and Military Forces; Terrorism; Israel-Gaza War (2023- ); Iran-Israel Proxy Conflict,Houthis,https://www.nytimes.com/video/world/middleeast/100000009583849/israeli-airstrikes-yemen-houthis.html,Israel struck the Yemeni port city of Hodeidah a day after the Houthis claimed responsibility for launching a drone at Tel Aviv that killed one person and wounded several others.,0
Answers to Questions From Morning Readers,2024-07-21 07:48:59+00:00,,,,,https://www.nytimes.com/2024/07/21/briefing/answers-to-questions-from-morning-readers.html,Times journalists from around the newsroom talk about their beats and our work.,6405
"Campus Protests Led to More Than 3,100 Arrests, but Many Charges Have Been Dropped",2024-07-21 09:00:22+00:00,,United States,"Pro-Palestinian Campus Protests (2023- ); Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- )",Columbia University,https://www.nytimes.com/2024/07/21/us/campus-protests-arrests.html,The spate of pro-Palestinian protests and encampments engulfed academic institutions of all sizes in nearly every part of the country.,1323
Israel Intercepts Missile Fired From Yemen as Conflict With Houthis Continues,2024-07-21 09:45:30+00:00,,Eilat (Israel); Sana (Yemen),Israel-Gaza War (2023- ); Missiles and Missile Defense Systems,Houthis,https://www.nytimes.com/2024/07/21/world/middleeast/israel-houthis-missile-yemen.html,"The missile launch suggested that the Yemen-based Houthi militia, which is backed by Iran, would keep up its attacks despite Israeli airstrikes on a port it controls.",983
"Israeli Strike on Yemeni Port Will Harm Civilians, Not Houthis, Experts Say",2024-07-21 12:15:49+00:00,,Israel; Yemen; Al Hudaydah (Yemen),Iran-Israel Proxy Conflict; Israel-Gaza War (2023- ); Defense and Military Forces; Civilian Casualties,Houthis,https://www.nytimes.com/2024/07/21/world/middleeast/israel-yemen-hudaydah-port.html,"Israel’s counterattack on the Houthis, which set a vital Yemeni port ablaze, will do little to deter the militia, Yemeni and international experts said.",1239
"Antisemitism on Campuses, Ivy and Beyond",2024-07-21 15:00:15+00:00,"Trump, Donald J",,"Anti-Semitism; Jews and Judaism; Colleges and Universities; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Hate Speech; Drugs (Pharmaceuticals); Prices (Fares, Fees and Rates); Health Insurance and Managed Care; Environment; United States Politics and Government; Presidential Election of 2024",Supreme Court (US),https://www.nytimes.com/2024/07/21/opinion/antisemitism-college-gaza.html,Responses to a column by Bret Stephens. Also: Pharmacy benefit managers; the Supreme Court; a potential second Trump term and the environment.,1286
"Netanyahu, Who Clashed With Biden, Prepares for a Delicate Farewell",2024-07-22 09:39:27+00:00,"Biden, Joseph R Jr; Harris, Kamala D; Netanyahu, Benjamin; Trump, Donald J",Gaza Strip; Israel,United States International Relations; Israel-Gaza War (2023- ); Presidential Election of 2024,Hamas,https://www.nytimes.com/2024/07/22/world/middleeast/netanyahu-biden-israel-gaza-congress.html,The Israeli prime minister could expect a freer hand if Donald J. Trump returns to the presidency. But he must rely on President Biden for another six months.,1216
Israel Risks All-Out War With Hezbollah. A Truce in Gaza May Reduce That Threat.,2024-07-22 15:31:42+00:00,"Nasrallah, Hassan",Israel; Lebanon; Iran; Middle East,International Relations; Israel-Gaza War (2023- ); Politics and Government,Hezbollah; Hamas,https://www.nytimes.com/2024/07/22/world/middleeast/israel-hezbollah-gaza-war.html,"After nine months of low-level conflict between Israel and Hezbollah, the risk of all-out war is higher than ever. A cease-fire in Gaza would provide an offramp for both sides, diplomats say.",1476
Strikes Kill Dozens in Gaza as Israel Orders Evacuation in Khan Younis,2024-07-22 16:25:48+00:00,,Gaza Strip; Khan Younis (Gaza Strip); Israel,Civilian Casualties; Evacuations and Evacuees; Israel-Gaza War (2023- ); Defense and Military Forces,,https://www.nytimes.com/video/world/middleeast/100000009585245/khan-younis-gaza-strikes-evacuation.html,"Dozens of people have been killed or wounded in Khan Younis by Israeli strikes, according to aid workers. The Israeli military ordered the evacuation as it prepares to “operate against” Hamas.",0
Israel Orders New Evacuation in Gaza as Aid Workers Say Bombing Kills Dozens,2024-07-22 23:00:20+00:00,"Lazzarini, Philippe (1964- )",Gaza Strip; Khan Younis (Gaza Strip),Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Deaths (Fatalities); Kidnapping and Hostages,Hamas; International Federation of Red Cross and Red Crescent Societies; Nasser Hospital (Gaza Strip); United Nations,https://www.nytimes.com/2024/07/22/world/middleeast/israel-gaza-khan-younis.html,"Israeli forces said they struck dozens of sites in Khan Younis where Hamas operated and fired rockets, and they shrank the “humanitarian zone” where civilians had been told to go.",987
A Senator Will Preside at Netanyahu’s Speech to Congress After Harris Declines,2024-07-22 23:26:36+00:00,"Harris, Kamala D; Netanyahu, Benjamin; Cardin, Benjamin L; Johnson, Mike (1972- ); Murray, Patty; Schumer, Charles E",,Israel-Gaza War (2023- ); Vice Presidents and Vice Presidency (US),House of Representatives; Senate,https://www.nytimes.com/2024/07/22/world/middleeast/kamala-harris-netanyahu-congress-speech.html,An aide to Vice President Kamala Harris said she had a scheduling conflict but would meet with the Israeli prime minister this week.,471
Tuesday Briefing,2024-07-23 04:27:20+00:00,,,,,https://www.nytimes.com/2024/07/23/briefing/kamala-harris-gaza-strike.html,Kamala Harris’s first campaign appearance.,1207
"Netanyahu Seeks Support in U.S. Visit, but Will Find a Nation Distracted",2024-07-23 09:00:42+00:00,"Netanyahu, Benjamin; Harris, Kamala D; Biden, Joseph R Jr; Trump, Donald J",Israel; Gaza Strip,Politics and Government; United States International Relations; United States Politics and Government; Presidential Election of 2024; Israel-Gaza War (2023- ); Palestinians,Democratic Party; House of Representatives; Hamas,https://www.nytimes.com/2024/07/23/world/middleeast/netanyahu-biden-congress.html,"Prime Minister Benjamin Netanyahu of Israel is to meet President Biden and address Congress this week, swapping one political maelstrom at home for another in Washington.",1423
Multiple past attempts to broker unity have failed.,2024-07-23 12:13:25+00:00,,Beijing (China); Gaza Strip; Israel; Middle East; West Bank,Palestinians; Israel-Gaza War (2023- ); Politics and Government,"Fatah, Al; Hamas; Palestinian Authority",https://www.nytimes.com/2024/07/23/world/middleeast/fatah-hamas-china-statement.html,"A joint statement supports the formation of a government of national consensus. But for many Palestinians, the gathering in the Chinese capital was nothing more than a performance bound for failure.",864
Unions tell the Biden administration to stop sending military aid to Israel.,2024-07-23 14:22:02+00:00,"Biden, Joseph R Jr",Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Organized Labor; Letters,AMERICAN POSTAL WORKERS UNION; Service Employees International Union; United Automobile Workers; National Education Assn,https://www.nytimes.com/2024/07/23/us/politics/union-biden-letter-israel-gaza.html,Several unions with millions of members demanded that the president secure a cease-fire in Gaza.,485
Biden Returns to a Vastly Different Presidency With Six Months to Go,2024-07-23 16:28:59+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip,Presidential Election of 2024; United States Politics and Government; Israel-Gaza War (2023- ); United States International Relations,,https://www.nytimes.com/2024/07/23/us/politics/biden-address-nation.html,"Now a lame duck, the president plans to address the nation on Wednesday night to discuss “what lies ahead.” But it could be a frustrating period.",1484
Trump Announces He Will Meet with Netanyahu on Friday at Mar-a-Lago,2024-07-23 20:00:27+00:00,"Trump, Donald J; Netanyahu, Benjamin; Biden, Joseph R Jr; Harris, Kamala D",Palm Beach (Fla),Presidential Election of 2024; Israel-Gaza War (2023- ); United States International Relations; United States Politics and Government; Palestinians,"Mar-a-Lago (Palm Beach, Fla)",https://www.nytimes.com/2024/07/23/us/politics/trump-netanyahu-mar-a-lago-meeting.html,"The pair, who were close allies, will meet after the Israeli prime minister gives a speech to Congress and meets with President Biden at the White House.",581
Harris’s Views on Israel Are in the Spotlight as Netanyahu Visits Washington,2024-07-23 22:35:34+00:00,"Biden, Joseph R Jr; Harris, Kamala D; Netanyahu, Benjamin",Gaza Strip; Israel,Israel-Gaza War (2023- ); United States International Relations; Palestinians; Civilian Casualties; Foreign Aid; Presidential Election of 2024,Hamas,https://www.nytimes.com/2024/07/23/us/politics/harris-netanyahu-israel-gaza.html,The vice president will be closely watched this week for signs of her approach to the war in Gaza should she win the White House in November.,1572
Netanyahu Looks Like a Small Leader at a Historic Moment,2024-07-23 23:00:06+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; United States International Relations; Peace Process,Hamas,https://www.nytimes.com/2024/07/23/opinion/netanyahu-israel-gaza-congress.html,Israel’s prime minister addresses Congress when the biggest chance to reshape the Middle East since Camp David in the 1970s is at hand.,1529
"Rival Palestinian Factions Project Unity, but Deep Divisions Remain",2024-07-23 23:00:22+00:00,"Netanyahu, Benjamin; ABBAS, MAHMOUD; Biden, Joseph R Jr; Wang Yi",Gaza Strip; China; West Bank; Israel; Khan Younis (Gaza Strip); Maghazi (Gaza Strip); Maghazi Refugee Camp (Gaza Strip); Nuseirat (Gaza Strip); Middle East,Palestinians; Israel-Gaza War (2023- ); Terrorism; Civilian Casualties; Vice Presidents and Vice Presidency (US); International Relations; Humanitarian Aid; Defense and Military Forces; Kidnapping and Hostages,"Fatah, Al; Hamas; Palestinian Authority; Doctors Without Borders; Nasser Hospital (Gaza Strip)",https://www.nytimes.com/2024/07/23/world/middleeast/hamas-fatah-unity-china.html,"In a move brokered by China, Fatah and Hamas endorsed a unified government for the West Bank and Gaza, but Palestinians are skeptical that the two parties can put aside their differences.",1148
Netanyahu to Address a Congress Deeply Divided Over His Leadership,2024-07-24 04:02:36+00:00,"Harris, Kamala D; Schumer, Charles E; Johnson, Mike (1972- )",,"United States International Relations; United States Politics and Government; Israel-Gaza War (2023- ); Presidential Election of 2024; War Crimes, Genocide and Crimes Against Humanity; Defense and Military Forces; Speeches and Statements",Democratic Party; House of Representatives; Senate; Republican Party,https://www.nytimes.com/2024/07/24/us/politics/netanyahu-congress-democrats.html,A boycott by some Democrats of the Israeli prime minister’s speech will highlight the deep anger within the party’s base about his conduct of the war against Hamas.,1500
"Hepatitis A and Other Diseases Surge Among Gaza’s Displaced, U.N. Says",2024-07-24 09:02:48+00:00,,Gaza Strip; Israel,Hepatitis; Poliomyelitis; Disease Rates; Palestinians; Refugees and Displaced Persons; Israel-Gaza War (2023- ),World Health Organization,https://www.nytimes.com/2024/07/24/world/middleeast/gaza-war-hepatitis-polio.html,"More than 100,000 people are suspected to have contracted hepatitis A, while polio, a disease that has been eradicated in much of the world, is now present there, according to the World Health Organization.",721
Can a Political Spectacle Make a Horror More Real?,2024-07-24 09:04:11+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",,"Israel-Gaza War (2023- ); Civilian Casualties; Palestinians; War Crimes, Genocide and Crimes Against Humanity; Malnutrition",International Court of Justice (UN); International Criminal Court,https://www.nytimes.com/2024/07/24/opinion/benjamin-netanyahu-congress-gaza.html,"With Netanyahu’s visit, Congress can’t ignore its role in Gaza’s carnage.",1177
The Harris-______ Campaign,2024-07-24 10:49:19+00:00,"Harris, Kamala D; Shapiro, Josh (1973- ); Cooper, Roy A; Beshear, Andrew G (1977- ); Kelly, Mark E (1964- )",,internal-storyline-no; Presidential Election of 2024; Vice Presidents and Vice Presidency (US),,https://www.nytimes.com/2024/07/24/briefing/vice-president-candidates.html,We cover the four leading vice-presidential contenders.,1904
Protesters Denounce Netanyahu’s Speech to Congress and Some Clash With Police,2024-07-24 17:52:26+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip; Washington (DC),"Israel-Gaza War (2023- ); Demonstrations, Protests and Riots",Act Now to Stop War and End Racism (ANSWER); Code Pink; Jewish Voice for Peace Inc,https://www.nytimes.com/2024/07/24/world/middleeast/netanyahu-speech-protests-congress.html,"Thousands of peaceful protesters gathered west of the Capitol, and smaller breakoff groups clashed with the police nearby and outside Union Station. Fifteen people were arrested, the Capitol Police said.",927
Netanyahu Delivers a Forceful Defense of Israel to Applause in Congress,2024-07-24 19:53:59+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Terrorism; Palestinians; United States International Relations; United States Politics and Government,Hamas; House of Representatives; Senate,https://www.nytimes.com/2024/07/24/us/politics/netanyahu-congress.html,"The speech by Israel’s leader was charged with symbolism, as the war in Gaza has divided lawmakers. He portrayed the conflict as a proxy fight with Iran that must be won at all costs and condemned protesters.",1536
"Israel Rolls Into Paris Olympics Amid Cheers, Boos and Police Sirens",2024-07-24 21:19:59+00:00,"Darmanin, Gerald",Paris (France); Israel; Gaza Strip,"Olympic Games (2024); Israel-Gaza War (2023- ); Soccer; International Relations; Police; Demonstrations, Protests and Riots; Palestinians; Athletics and Sports",,https://www.nytimes.com/2024/07/24/world/olympics/paris-olympics-israel-soccer.html,"France has promised an unusually heavy blanket of security for Israeli athletes at the Games. In its first test, it pulled out all the stops.",910
Thousands Protest Netanyahu’s Address to Congress,2024-07-24 21:21:39+00:00,"Netanyahu, Benjamin",Gaza Strip; Israel,"Israel-Gaza War (2023- ); United States Politics and Government; Demonstrations, Protests and Riots",,https://www.nytimes.com/video/us/politics/100000009590962/netanyahu-congress-protest.html,Prime Minister Benjamin Netanyahu of Israel forcefully defended Israel’s military campaign in Gaza during his address to a joint meeting of Congress on Wednesday.,0
Assessing Netanyahu’s Speech to Congress,2024-07-24 23:24:55+00:00,,,International Relations; Israel-Gaza War (2023- ); Civilian Casualties; Palestinians; Foreign Aid,Hamas; Oxfam; International Criminal Court; United Nations,https://www.nytimes.com/2024/07/24/world/middleeast/netanyahu-speech-congress-assessment.html,"Some of his remarks have been disputed by human rights groups, and others are unverifiable or lacked context. Here’s a closer look.",938
This Was the Message Netanyahu Took to Congress,2024-07-24 23:58:29+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr; Trump, Donald J",Ethiopia; Iran; Israel; Gaza Strip; United States,"Speeches and Statements; Israel-Gaza War (2023- ); United States International Relations; Palestinians; Civilian Casualties; United States Politics and Government; Defense and Military Forces; War Crimes, Genocide and Crimes Against Humanity; Humanitarian Aid; Peace Process",Hamas; Hezbollah; Houthis; International Criminal Court,https://www.nytimes.com/2024/07/24/world/middleeast/netanyahu-congress-speech-takeaways.html,Here are six takeaways from Prime Minister Benjamin Netanyahu’s speech to U.S. lawmakers.,843
"U.K.’s Policy on Israel, Long Aligned With America’s, Veers Away",2024-07-25 04:01:23+00:00,"Netanyahu, Benjamin; Gallant, Yoav; Starmer, Keir",Great Britain; Israel; Gaza Strip,"Israel-Gaza War (2023- ); War Crimes, Genocide and Crimes Against Humanity; Palestinians; International Relations; Law and Legislation; Human Rights and Human Rights Violations; United States International Relations",International Criminal Court; Hamas,https://www.nytimes.com/2024/07/25/world/europe/uk-israel-gaza-war-policy.html,"Britain’s new government is likely to withdraw objections to the International Criminal Court prosecutor’s pursuit of a warrant for Benjamin Netanyahu, two people told The Times.",1145
Israeli Forces Retrieve From Gaza the Bodies of 5 People Killed on Oct. 7,2024-07-25 09:37:46+00:00,,Gaza Strip,Israel-Gaza War (2023- ); Kidnapping and Hostages,Hamas,https://www.nytimes.com/2024/07/25/world/middleeast/israel-hostages-bodies-gaza-idf.html,"The military said that the bodies had been found in the Khan Younis area and that intelligence, including information from detained Palestinian militants, had led its forces to them.",779
"Gaza’s Death Toll Was Largely Accurate in Early Days of War, Study Finds",2024-07-25 09:37:46+00:00,,,Israel-Gaza War (2023- ); Civilian Casualties; Research,,https://www.nytimes.com/2024/07/25/world/middleeast/gaza-death-toll-israel-war.html,"Though the war has clearly devastated the civilian population, the credibility of the Gazan Health Ministry’s toll has been a subject of debate.",789
