headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
Thursday Briefing: The Stakes of Pakistan’s Elections,2024-02-07 21:06:09+00:00,,"Far East, South and Southeast Asia and Pacific Areas",,,https://www.nytimes.com/2024/02/07/world/asia/pakistan-vote-ukraine-israel-us-asia.html,"Also, U.S. aid to Ukraine stalls and a fight over the origins of butter chicken.",1221
U.S. Strike in Baghdad Kills Iranian-Backed Militia Commander,2024-02-07 21:26:05+00:00,,Baghdad (Iraq); Iran,Terrorism; Targeted Killings; United States Defense and Military Forces; Drones (Pilotless Planes); Israel-Gaza War (2023- ); United States International Relations,Kataib Hezbollah; United States Special Operations Command; Islamic Revolutionary Guards Corps,https://www.nytimes.com/2024/02/07/us/politics/us-strike-iraq-milita.html,"The killing of a leader of Kata’ib Hezbollah continued a series of strikes in retaliation for attacks on U.S. troops in the region, including one that killed three Americans in Jordan.",744
The Senate Moved to Salvage Ukraine Aid,2024-02-07 23:05:53+00:00,,,,,https://www.nytimes.com/2024/02/07/briefing/senate-ukraine-aid-vote-us-strike-iraq.html,"Also, a U.S. strike killed an Iranian-backed militia commander. Here’s the latest at the end of Wednesday.",1245
"Johnson Stumbles, Deepening Republican Disarray and His Own Challenges",2024-02-07 23:23:41+00:00,"Johnson, Mike (1972- ); Mayorkas, Alejandro",Israel; Ukraine,United States Politics and Government; Impeachment; Immigration and Emigration; Foreign Aid; Russian Invasion of Ukraine (2022); Israel-Gaza War (2023- ),House of Representatives; Republican Party; Homeland Security Department,https://www.nytimes.com/2024/02/07/us/politics/johnson-impeachment-israel-aid.html,"Little more than 100 days into his tenure, the speaker who was handed an impossible job has only made it more difficult for himself, baffling his colleagues.",1226
Netanyahu Spurns Hamas Offer for Gaza Cease-Fire,2024-02-08 00:26:03+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Kidnapping and Hostages; Terrorism; Palestinians; Civilian Casualties; Peace Process; International Relations; United States International Relations,Hamas,https://www.nytimes.com/2024/02/07/world/middleeast/netanyahu-hamas-gaza-negotiations.html,The Israeli prime minister said that the proposed deal would leave Israel vulnerable to attack and that its forces were preparing to expand their operations.,1230
The Political Perils of a Black-Jewish Rift Over the War in Gaza,2024-02-08 01:00:08+00:00,"Trump, Donald J; Biden, Joseph R Jr",Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Black People; Blacks; Jews and Judaism; Civilian Casualties,Democratic Party,https://www.nytimes.com/2024/02/07/opinion/black-jewish-israel-gaza.html,A divide bodes ill for Democrats and perhaps even for Palestinians.,1212
"In New York, Biden Courts Big-Money Donors and Attacks a ‘Dangerous’ Trump",2024-02-08 02:29:38+00:00,"Biden, Joseph R Jr; Trump, Donald J",New York City; Israel; Gaza Strip,"Presidential Election of 2024; Demonstrations, Protests and Riots; Israel-Gaza War (2023- )",Democratic Party,https://www.nytimes.com/2024/02/07/us/politics/biden-donors-new-york.html,"In drawing rooms and ballrooms of the elite in Manhattan, any enthusiasm for a second Biden term seemed to be mingled with fear about the thought of a second one for Donald J. Trump.",1187
Thursday Briefing,2024-02-08 05:16:38+00:00,,,,,https://www.nytimes.com/2024/02/08/briefing/militia-iraq-senate-aid-immigration.html,A U.S. strike kills a militia commander in Iraq.,1178
"Under Gaza’s Shadow, Syria Faces a New Welter of Conflict",2024-02-08 06:00:10+00:00,,Syria; Idlib (Syria); Homs (Syria); Russia; Turkey; Israel; Gaza Strip,Civilian Casualties; Israel-Gaza War (2023- ); War and Armed Conflicts; Refugees and Displaced Persons; Kurds,Islamic State in Iraq and Syria (ISIS); Kurdistan Workers' Party; Syrian Democratic Forces; United Nations,https://www.nytimes.com/2024/02/08/opinion/under-gazas-shadow-syria-faces-a-new-welter-of-conflict.html,"Fighting has surged on five fronts, bringing more misery to Syria’s people.",1020
"Navigating Israel’s War When One Spouse Is Jewish, and One Is Not.",2024-02-08 10:00:38+00:00,,Israel; Rafah (Gaza Strip),"Palestinians; Jews and Judaism; Marriages; Dating and Relationships; Demonstrations, Protests and Riots; Israel-Gaza War (2023- )",,https://www.nytimes.com/2024/02/08/us/israel-war-marriage.html,"For some couples, figuring out how to talk about the war in Gaza is a hurdle in the relationship, but ultimately one that has brought them closer.",1445
Some Hostages’ Families Say Israel Should Keep Fighting Hamas,2024-02-08 10:55:18+00:00,"Netanyahu, Benjamin",Israel,Kidnapping and Hostages; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2024/02/08/world/middleeast/israel-hostages-hamas-war-gaza.html,"A few relatives of hostages held in Gaza argue that Israel’s military must not be too quick to end the war, even if it prolongs their loved ones’ captivity.",636
The Shaky U.S.-Israel Alliance,2024-02-08 11:39:21+00:00,"Netanyahu, Benjamin; Blinken, Antony J; Biden, Joseph R Jr",,internal-storyline-no; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/02/08/briefing/israel-us-gaza.html,The war in Gaza is straining the relationship between the two nations.,1761
Ukraine and Israel Aid Bill Inches Ahead as Divided G.O.P. Demands Changes,2024-02-08 14:51:21+00:00,,Israel; Ukraine,Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); Law and Legislation; Foreign Aid; Humanitarian Aid; United States Politics and Government,Republican Party; Democratic Party; Senate; House of Representatives,https://www.nytimes.com/2024/02/08/us/politics/ukraine-israel-aid-bill-senate.html,Senate Republicans allowed the measure to move forward but were still slowing its progress as they held out for guarantees that they would be able to propose revisions.,1115
Biden Aides Visit Arab American Leaders in Michigan as Pressure Rises Over Gaza,2024-02-08 15:31:36+00:00,"Biden, Joseph R Jr; Hammoud, Abdullah; Power, Samantha; Chavez Rodriguez, Julie",Michigan; Dearborn (Mich),ARAB-AMERICANS; Muslim Americans; Israel-Gaza War (2023- ); Primaries and Caucuses; United States Politics and Government; Discrimination,Democratic Party,https://www.nytimes.com/2024/02/08/us/politics/biden-gaza-michigan-arab-americans.html,White House officials traveled to Dearborn to meet with Arab American leaders as the president faces mounting frustration within his party over his refusal to call for a cease-fire in Gaza.,383
The Winners of Our Ninth Annual Student Review Contest,2024-02-08 18:34:46+00:00,,,src-reader-callout,,https://www.nytimes.com/2024/02/08/learning/the-winners-of-our-ninth-annual-student-review-contest.html,"Read critical commentary by teenagers on Olivia Rodrigo, “Succession,” a state flag, a trendy pink tumbler and more.",5619
A Blinken Visit Puts U.S.-Israeli Tensions on Full Display,2024-02-08 19:47:30+00:00,"Netanyahu, Benjamin; Blinken, Antony J",Israel; Gaza Strip; Middle East,Israel-Gaza War (2023- ); Defense and Military Forces; United States International Relations; Palestinians; Terrorism; Kidnapping and Hostages; Peace Process; Politics and Government; International Relations,Hamas,https://www.nytimes.com/2024/02/08/world/middleeast/blinken-netanyahu-gaza-negotiations.html,"During a round of diplomacy by Secretary of State Antony J. Blinken, Prime Minister Benjamin Netanyahu seemed to be speaking to a domestic audience that does not want to let up pressure on Hamas.",1245
What to Know About the Race to Replace George Santos,2024-02-08 20:42:15+00:00,"Santos, George (1988- ); Suozzi, Thomas R; Pilip, Mazi Melesa",New York State; Nassau County (NY); Israel; Gaza Strip,"Elections, House of Representatives; United States Politics and Government; Israel-Gaza War (2023- ); Immigration and Emigration; Abortion",House of Representatives; Democratic Party; Republican Party,https://www.nytimes.com/2024/02/08/nyregion/santos-district-special-election.html,"The special House election in New York pits Mazi Pilip, a Republican county legislator, against Tom Suozzi, a former Democratic congressman.",1319
Crowded Gazan City Bombed as Negotiators Try to Revive Cease-Fire Talks,2024-02-09 00:00:17+00:00,,Rafah (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Peace Process; International Relations; Politics and Government,Hamas,https://www.nytimes.com/2024/02/08/world/middleeast/gaza-rafa-israel-hamas.html,"A day after Prime Minister Benjamin Netanyahu signaled that the Israeli military was preparing to move into Rafah, airstrikes there killed and wounded multiple people.",916
"Biden sharpens criticism of Israel, calling its Gaza response ‘over the top.’",2024-02-09 04:26:22+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin; Sisi, Abdel Fattah el-",Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; United States Politics and Government; United States International Relations,Hamas,https://www.nytimes.com/2024/02/09/us/politics/biden-israel-gaza.html,"“There are a lot of innocent people who are in trouble and dying,” the president said in a session with reporters. “And it’s got to stop.”",805
Building the Palestinian State With Salam Fayyad,2024-02-09 10:02:47+00:00,"Fayyad, Salam",,audio-neutral-informative; Palestinians; Israel-Gaza War (2023- ),Hamas; Palestinian Authority,https://www.nytimes.com/2024/02/09/opinion/ezra-klein-podcast-salam-fayyad.html,"The former prime minister of the Palestinian Authority shares his lessons on statecraft, working with Israel and what he thinks should happen now.",437
Israeli Settlers Left Gaza in 2005. They Now See a Chance to Return.,2024-02-09 10:56:03+00:00,"Ben-Gvir, Itamar; Netanyahu, Benjamin",Gaza Strip; Israel; West Bank,Israel-Gaza War (2023- ); Palestinians; Israeli Settlements; Politics and Government; International Relations; Defense and Military Forces,Hamas; Likud Party (Israel),https://www.nytimes.com/2024/02/09/world/middleeast/israel-gaza-settlers.html,"The United States and many other nations are pushing Israel to hand Gaza back to Palestinian leadership. But within Israel, a powerful lobby is trying to rally support for Jewish settlements there.",1389
The Weekender,2024-02-09 16:09:29+00:00,,,,,https://www.nytimes.com/2024/02/09/briefing/the-weekender.html,"Tracy Chapman makes a triumphant return. Also, the $1.50 shoes that even Gucci wants to copy, and at 116, she is celebrated by an entire town.",381
‘We’re Exhausted’: Gazan Voices Fears of Israeli Offensive on Rafah,2024-02-09 21:13:32+00:00,,Israel; Gaza Strip; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Refugees and Displaced Persons,,https://www.nytimes.com/video/world/middleeast/100000009306864/rafah-gaza-civilians.html,"Roughly 1.4 million Palestinians are sheltering in Rafah in southern Gaza, including many who have been displaced multiple times since the start of the war.",0
"In Private Remarks to Arab Americans, Biden Aide Expresses Regrets on Gaza",2024-02-09 21:20:38+00:00,"Biden, Joseph R Jr; Finer, Jonathan",Israel; Gaza Strip; Michigan; Dearborn (Mich),"Israel-Gaza War (2023- ); Palestinians; Peace Process; ARAB-AMERICANS; Muslim Americans; Presidential Election of 2024; United States Politics and Government; United States International Relations; Demonstrations, Protests and Riots",Democratic Party,https://www.nytimes.com/2024/02/09/us/politics/biden-aide-israel-regret.html,"In a closed-door meeting, the aide offered some of the administration’s clearest notes of contrition for its response to the Gaza war, a sign of rising Democratic pressure on President Biden.",1730
The White House Went Into Damage-Control Mode,2024-02-09 22:59:27+00:00,,,,,https://www.nytimes.com/2024/02/09/briefing/white-house-special-counsel-report-putin-interview.html,"Also, the U.S. dismissed Putin’s call for negotiations. Here’s the latest at the end of Friday.",1196
Netanyahu Orders Evacuation Plan for City Where a Million Gazans Shelter,2024-02-10 00:00:51+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr",Israel; Gaza Strip; Rafah (Gaza Strip); Egypt,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Evacuations and Evacuees; International Relations; United States International Relations,,https://www.nytimes.com/2024/02/09/world/middleeast/israel-netanyahu-military-rafah.html,Many civilians in Rafah are sheltering in rickety tents made of plastic and wood and say there is nowhere left in Gaza to avoid Israeli shelling.,1180
"Moody’s Downgrades Israel’s Credit Rating, Citing Toll of War",2024-02-10 00:07:41+00:00,"Netanyahu, Benjamin",Israel,Israel-Gaza War (2023- ); Stocks and Bonds; Government Bonds,Moody's Investors Service Inc; Hamas,https://www.nytimes.com/2024/02/09/world/middleeast/moodys-israel-credit-rating.html,"Israel’s creditworthiness remains high, but the rating agency noted that the outlook for the country was negative considering the risks from the continued conflict.",419
Promoting Peace as War Rages: Israeli and Palestinian Activists Meet,2024-02-10 09:55:01+00:00,,,"Palestinians; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Defense and Military Forces; Peace Process",,https://www.nytimes.com/video/world/100000009244709/israel-palestine-peace-activists.html,"For almost 20 years, Combatants For Peace has called for non-violence and an “end to Israel’s occupation of Palestine.” But after Oct. 7, some attendees are more hesitant to speak out about their activism. Times reporters attended one of their sessions.",0
These Israelis and Palestinians Are Still Working for Peace. Just Quietly.,2024-02-10 10:01:49+00:00,,Israel; Gaza Strip; West Bank,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Conscientious Objectors; Peace Process; Terrorism; vis-video,Combatants for Peace; Hamas,https://www.nytimes.com/2024/02/10/world/middleeast/israelis-palestinians-peace-activists.html,"Positions have hardened on both sides in the face of the Gaza war, but some activists refuse to give up hope. They let us sit in on one of their meetings.",951
Egypt Warily Eyes Gaza as War Builds Pressure on Its Border,2024-02-10 11:03:15+00:00,,Egypt; Gaza Strip; Rafah (Gaza Strip); Sinai Peninsula (Egypt); Israel,Israel-Gaza War (2023- ); Palestinians; Refugees and Displaced Persons,Muslim Brotherhood (Egypt); Hamas; Sinai Province of the Islamic State,https://www.nytimes.com/2024/02/10/world/middleeast/egypt-gaza-israel-war.html,Egypt has reinforced its frontier with Gaza and warned Israel that any move that would send Gazans spilling into Egyptian territory could jeopardize their decades-old peace treaty.,1499
"Missing 6-Year-Old and Rescue Team Found Dead in Gaza, Aid Group Says",2024-02-10 14:15:18+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Children and Childhood; Ambulances; Deaths (Fatalities); Terrorism; Defense and Military Forces,International Federation of Red Cross and Red Crescent Societies; Hamas,https://www.nytimes.com/2024/02/10/world/middleeast/hind-rajab-gaza.html,"The Palestine Red Crescent had issued a series of posts about the girl, named Hind, and two rescuers sent to find her after she was trapped in a car with dead relatives in it.",719
"U.N. Agency in Gaza Fought Hamas Infiltration; Not Hard Enough, Israel Says",2024-02-10 17:45:45+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Terrorism; International Relations; Bridges and Tunnels; Humanitarian Aid; Foreign Aid; Politics and Government,United Nations Relief and Works Agency; Hamas,https://www.nytimes.com/2024/02/10/world/middleeast/unrwa-hamas-gaza.html,"The main U.N. agency in Gaza said it has long investigated claims of links, firing several employees over the years. Israel says it is a compromised organization too weak to protect itself.",1686
Gazans Search Rubble After Israeli Strikes on Rafah,2024-02-10 20:13:14+00:00,,Rafah (Gaza Strip); Israel; Gaza Strip,Refugees and Displaced Persons; Israel-Gaza War (2023- ),,https://www.nytimes.com/video/world/middleeast/100000009307781/rafah-gaza-strikes.html,Homes and a vehicle were hit in the southern Gazan city where hundreds of thousands of displaced Palestinians have fled since the war began.,0
Other 80-Somethings Have Thoughts About Age and the Presidency,2024-02-10 22:16:35+00:00,"Biden, Joseph R Jr; Trump, Donald J",Arizona,"Elderly; White House Building (Washington, DC); Presidential Election of 2024; Classified Information and State Secrets",,https://www.nytimes.com/2024/02/10/us/biden-age-report-reactions.html,President Biden’s age has once again become a talking point in national politics. Many older Americans agree that it’s an issue; others feel it’s insulting.,1623
Terrified Gazans Await an Israeli Advance in the City They Fled To,2024-02-11 04:56:16+00:00,,Israel; Rafah (Gaza Strip); Gaza Strip; Egypt,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Evacuations and Evacuees,Hamas,https://www.nytimes.com/2024/02/10/world/middleeast/gaza-rafah-israel-advance.html,"Israel has asked the military to come up with plans to evacuate Gazans, but it isn’t clear where they are supposed to go or when Israel’s ground invasion might begin.",1054
‘This Is Where I Want to Be’,2024-02-11 10:00:48+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Terrorism,Hamas,https://www.nytimes.com/2024/02/11/world/middleeast/israel-gaza-oct-7-kfar-aza.html,Kibbutz Kfar Azza was evacuated after more than 60 residents were murdered and at least 18 were kidnapped on Oct. 7. But one family has returned.,1262
Ukraine-Israel Aid Bill Clears Critical Hurdle in the Senate,2024-02-11 10:01:26+00:00,,Ukraine; Israel; Gaza Strip; Russia,United States Politics and Government; Israel-Gaza War (2023- ); Law and Legislation; Defense and Military Forces; Foreign Aid; Immigration and Emigration; Russian Invasion of Ukraine (2022); United States International Relations,Republican Party; Democratic Party; Senate,https://www.nytimes.com/2024/02/11/us/republican-senators-ukraine-israel-bill.html,"The bipartisan vote to advance the measure put it on track for passage, but its fate in the House remains uncertain amid stiff G.O.P. opposition, egged on by former President Donald J. Trump.",1264
Israeli Analysts Say Rafah Invasion Is Unlikely to Be Imminent,2024-02-11 15:56:16+00:00,"Netanyahu, Benjamin",Egypt; Gaza Strip; Israel; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Palestinians; Defense and Military Forces,Hamas,https://www.nytimes.com/2024/02/11/world/middleeast/rafah-israel-gaza.html,A major challenge for Israeli forces will be how to move the more than 1 million Gazans who have crowded into the city out of harm’s way.,613
"For Many in Rafah, Displacement Is a Recurring Nightmare",2024-02-11 17:32:59+00:00,,Rafah (Gaza Strip); Israel; Gaza Strip,Israel-Gaza War (2023- ); Refugees and Displaced Persons; Palestinians,,https://www.nytimes.com/2024/02/11/world/middleeast/rafah-gaza-evacuation.html,"More than a million people fled repeatedly before landing in Gaza’s southernmost city, and now they and the city’s residents are wondering where they could possibly go next.",604
Biden Cautions Netanyahu on Ground Offensive in Southern Gaza,2024-02-11 21:08:22+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Gaza Strip; Israel; Rafah (Gaza Strip); Egypt,Israel-Gaza War (2023- ); United States Politics and Government; International Relations; Civilian Casualties; Humanitarian Aid; United States International Relations,Hamas,https://www.nytimes.com/2024/02/11/us/politics/biden-netanyahu-israel.html,The president told the Israeli leader on Sunday that protection was needed for Palestinians seeking shelter and called for “urgent and specific” steps on humanitarian aid.,564
Israel Says It Will Protect Civilians in a Gazan City It Is Determined to Invade,2024-02-11 21:08:57+00:00,"Netanyahu, Benjamin",Rafah (Gaza Strip); Israel; Egypt; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Refugees and Displaced Persons,Hamas,https://www.nytimes.com/2024/02/11/world/middleeast/netanyahu-rafah-gaza-israel-hamas.html,"Prime Minister Benjamin Netanyahu said that Israel would invade refugee-packed Rafah, but was drafting a plan to help people get out of harm’s way.",836
What to Know About the 2 Hostages Israel Rescued From Rafah,2024-02-12 04:49:12+00:00,"Netanyahu, Benjamin",Gaza Strip; Israel; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Kidnapping and Hostages; Palestinians; Terrorism; Defense and Military Forces,Hamas; Shin Bet,https://www.nytimes.com/2024/02/11/world/middleeast/israel-gaza-hostages-rescued.html,"Fernando Simon Marman, 60, and Louis Har, 70, were in good condition and were undergoing tests at a Tel Aviv hospital, the Israeli authorities said.",656
She Survived an Airstrike That Killed Her Entire Family in Gaza,2024-02-12 10:00:09+00:00,,Israel; Gaza Strip,vis-video; Israel-Gaza War (2023- ); Civilian Casualties; Orphans and Orphanages; Children and Childhood; Palestinians,,https://www.nytimes.com/video/world/middleeast/100000009278347/israel-war-strikes-family.html,"Eleven-year-old Dareen al-Bayaa lost dozens of her family members in a single airstrike in Gaza. She is one of at least 17,000 children across the territory who have been orphaned or separated from their parents.",0
Palestinians in Rafah Describe ‘Night Full of Horror’ During Israeli Hostage Rescue,2024-02-12 12:29:40+00:00,,Rafah (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Kidnapping and Hostages; Civilian Casualties; Palestinians,Hamas,https://www.nytimes.com/2024/02/12/world/middleeast/rafah-bombing-hostage-rescue-gaza.html,"The Gazan health ministry said that at least 67 people had been killed in Israeli strikes overnight in Rafah, and that the toll was likely to rise.",549
Dutch Court Moves to Block Export of Fighter Jet Parts to Israel,2024-02-12 14:58:00+00:00,,Hague (Netherlands),"F-35 Airplane; Courts and the Judiciary; War and Armed Conflicts; Defense and Military Forces; Israel-Gaza War (2023- ); War Crimes, Genocide and Crimes Against Humanity",Oxfam,https://www.nytimes.com/2024/02/12/world/middleeast/fighter-jet-israel-netherlands.html,"The move reflected mounting alarm over the civilian toll of Israel’s war in Gaza, but was unlikely to have an immediate effect on the military campaign.",574
"Dozens of Palestinians Killed in Strikes on Rafah, Gazan Officials Say",2024-02-12 16:40:43+00:00,,Israel; Rafah (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); Civilian Casualties; Palestinians,,https://www.nytimes.com/video/world/middleeast/100000009309154/strikes-rafah-hospital.html,"Injured Palestinians were rushed to a hospital in Rafah, after Israel launched a “wave of attacks” to create cover for an operation to free two hostages held by Hamas according to the Israeli military.",0
Israeli Strikes Destroy Buildings and Leave Large Craters in Rafah,2024-02-12 18:57:09+00:00,,Rafah (Gaza Strip),Israel-Gaza War (2023- ); Kidnapping and Hostages,,https://www.nytimes.com/video/world/middleeast/100000009309776/rafah-gaza-israeli-strike-damage.html,Video shows the aftermath of Israeli strikes in the southern Gazan city of Rafah during an operation that freed two men taken hostage by Hamas on Oct. 7.,0
"A Left-vs.-Left House Battle, Funded by a Split Over Israel",2024-02-12 20:15:40+00:00,"Bell, Wesley (1974- ); Bush, Cori",St Louis County (Mo); Missouri; Israel; Gaza Strip,"Elections, House of Representatives; United States Politics and Government; Israel-Gaza War (2023- ); Primaries and Caucuses; Content Type: Personal Profile; Endorsements",House of Representatives; Democratic Party; AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,https://www.nytimes.com/2024/02/12/us/politics/cori-bush-aipac.html,"Wesley Bell, a leader in the progressive prosecutors movement, will take on Representative Cori Bush of Missouri, in St. Louis.",1735
"U.S., U.N. and International Criminal Court Intensify Warnings Against Invading Rafah",2024-02-12 21:19:51+00:00,,Rafah (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Defense and Military Forces; Refugees and Displaced Persons; International Relations; United States International Relations,United Nations; International Criminal Court,https://www.nytimes.com/2024/02/12/world/middleeast/rafah-invasion-us-un-warning.html,"International pressure has escalated on Israel to restrain its military campaign in the southern Gazan city, where many have fled from attacks in the north.",668
"Senate Passes Aid to Ukraine, but Fate Is Uncertain in a Hostile House",2024-02-12 21:46:21+00:00,"McConnell, Mitch; Schumer, Charles E",Israel; Gaza Strip; Russia; Ukraine,United States Politics and Government; Law and Legislation; Foreign Aid; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022),Senate; House of Representatives; Republican Party; Democratic Party,https://www.nytimes.com/2024/02/12/us/politics/senate-ukraine-aid.html,"Democrats and a group of Republicans teamed up to approve the $95 billion bill, which also includes aid to Israel and civilians in conflict zones, but the House speaker threatened to ignore it.",1360
Here Are the Republicans Who Broke With Their Party to Back Ukraine Aid,2024-02-12 21:50:15+00:00,"Moran, Jerry (1954- ); McConnell, Mitch; Thune, John R; Ernst, Joni; Capito, Shelley Moore; Cornyn, John; Grassley, Charles E; Wicker, Roger; Rounds, Mike; Sullivan, Daniel Scott (1964- ); Mullin, Markwayne; Young, Todd (1972- ); Collins, Susan M; Murkowski, Lisa; Kennedy, John Neely; Romney, Mitt; Tillis, Thomas R; Cassidy, Bill (1957- ); Trump, Donald J",Ukraine; Israel,United States Politics and Government; United States International Relations; Russian Invasion of Ukraine (2022); Foreign Aid; Israel-Gaza War (2023- ),Republican Party; Senate; Senate Committee on Armed Services,https://www.nytimes.com/2024/02/12/us/politics/republican-defectors-ukraine-aid.html,"Party leaders, national security institutionalists and centrists made up the core of the 22 Republicans who joined Democrats in pushing through the military aid, defying former President Donald J. Trump.",1097
"Israeli Raid in Rafah Rescues 2 Hostages and Kills Dozens, Officials Say",2024-02-12 22:45:15+00:00,,Rafah (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Defense and Military Forces; Kidnapping and Hostages; Civilian Casualties; Refugees and Displaced Persons; Palestinians,Hamas,https://www.nytimes.com/2024/02/12/world/middleeast/hamas-hostages-israel-raid.html,"The hostages, who had been held by Hamas, returned to Israel after a military operation that Gazan health officials said killed at least 67 Palestinians.",1192
A Tunnel Offers Clues to How Hamas Uses Gaza’s Hospitals,2024-02-13 01:14:35+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Hospitals; Bridges and Tunnels; vis-video,Hamas,https://www.nytimes.com/interactive/2024/02/12/world/middleeast/gaza-tunnel-israel-hamas.html,New evidence shows Hamas operated under Al-Shifa Hospital but falls short of proving Israel’s early claims that there was a command center there.,0
Only Biden and M.B.S. Can Redirect the Israeli-Palestinian Conflict,2024-02-13 06:00:17+00:00,"Biden, Joseph R Jr; Mohammed bin Salman (1985- ); Netanyahu, Benjamin",Israel; Gaza Strip; Saudi Arabia,Israel-Gaza War (2023- ); Palestinians; International Relations; United States International Relations,Palestinian Authority; Hamas; ARAB LEAGUE,https://www.nytimes.com/2024/02/13/opinion/israel-hamas-gaza.html,What the president and the Saudi crown prince need to do.,2575
Hezbollah Attack Injures 2 Israelis Amid Fresh Push to Reduce Tensions,2024-02-13 13:15:26+00:00,,Gaza Strip; Kiryat Shmona (Israel); Lebanon; Israel,Israel-Gaza War (2023- ),Hezbollah; Hamas,https://www.nytimes.com/2024/02/13/world/middleeast/hezbollah-israel-strikes-talks.html,Diplomats said France had presented a proposal aimed at ending the strikes and skirmishes along the border between Israel and Lebanon.,394
Israel Orders Evacuation of Southern Gaza Hospital Where Thousands Are Sheltering,2024-02-13 16:35:02+00:00,,Khan Younis (Gaza Strip),Israel-Gaza War (2023- ); War and Armed Conflicts; Hospitals,,https://www.nytimes.com/2024/02/14/world/middleeast/nasser-hospital-evacuate-gaza.html,"The Israeli military accused Hamas of operating from Nasser Hospital, but did not provide evidence. Past Israeli orders to evacuate hospitals have preceded military raids.",633
"France Imposes Sanctions on West Bank Settlers, Joining the U.S. and Britain.",2024-02-13 18:24:30+00:00,"Netanyahu, Benjamin",,Israel-Gaza War (2023- ); Embargoes and Sanctions; Israeli Settlements,Hamas; Peace Now,https://www.nytimes.com/2024/02/13/world/middleeast/france-israel-west-bank-sanctions.html,"The French foreign ministry said it had banned 28 settlers from entering France or any of its territories, calling on Israel’s government to pursue legal action against them.",601
Biden Denounces Trump’s Support for Russian Attack on Allies as ‘Un-American’,2024-02-13 19:39:05+00:00,"Biden, Joseph R Jr; Johnson, Mike (1972- ); Putin, Vladimir V; Trump, Donald J",Ukraine,United States Politics and Government; United States International Relations; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022),Republican Party; House of Representatives; Senate,https://www.nytimes.com/2024/02/13/us/politics/biden-republicans-ukraine-aid.html,The president cited the former president’s comments in seeking to increase pressure on Speaker Mike Johnson to allow a floor vote on a $95 billion package of security aid for Ukraine and Israel approved by the Senate.,792
"Two Students, Two Views, One Campus Conflict in the Midwest",2024-02-13 20:33:54+00:00,,ANN ARBOR (MICH); Israel; Gaza Strip,"Colleges and Universities; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Palestinians; Muslim Americans; Jews and Judaism; Zionism; Anti-Semitism; Pro-Palestinian Campus Protests (2023- )","University of Michigan; Students for Justice in Palestine; Hillel, The Foundation for Jewish Campus Life",https://www.nytimes.com/2024/02/13/us/umich-palestinian-zionist.html,"At the University of Michigan, a Palestinian activist and a self-described Zionist counterprotester have little in common, except the way they were shaped by life on campus.",1616
Ukraine Aid Bill Faces Hurdles in the House Amid G.O.P. Opposition,2024-02-13 20:38:45+00:00,,Ukraine; Israel,United States Politics and Government; Foreign Aid; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); Immigration and Emigration,House of Representatives; Republican Party; Senate,https://www.nytimes.com/2024/02/13/us/politics/ukraine-aid-bill-house.html,"Speaker Mike Johnson has indicated he won’t put the Senate legislation to a vote in the House, leaving proponents scrambling to find a path to passage.",1230
