Subject ID,Affiliation,Number of Followers,Tweet ID,Contrast,After Corpus,After List of Likes,After List of Retweets
17,Democratic Party,1400000.0,847,0.5,"BREAKING. Vice President Harris on Israel-Gaza: 'Israel has a right to defend itself, and how it does so matters.' 'The images of dead children and desperate, hungry people fleeing for safety, sometimes displaced for the second, third or fourth time — we cannot look away in the face of these tragedies. We cannot allow ourselves to become numb to the suffering, and I will not be silent.' 'So to everyone who has been calling for a ceasefire, and to everyone who yearns for peace, I see you and I hear you. Let's get the deal done so we can get a cease fire to end the war. Let's bring the hostages home, and let's provide much needed relief to the Palestinian people, and ultimately, I remain committed to a path forward that can lead to a two-state solution.'",4101,993
83,Republican Party,1900000.0,197,-0.5,"As the narrative that Israel bombed a hospital in Gaza continues to fall apart, I have to ask: Why was the media so quick to believe the words of jihadi terrorists who murdered American citizens?",2186,623
78,Republican Party,570400.0,442,-0.5,"As the Israeli assault on Gaza becomes even more transparently indefensible, I’d like to take on the three main “justifications” that I get the most. 1) They have to finish the job! Hamas must be defeated! The obvious moral hypocrisy of believing that you are justified in killing babies to maybe kill some terrorists aside, this argument demonstrates a complete lack of understanding about what creates terrorism. Pat Buchanan said that terrorism is the price of empire. I think it’s the price of domination over other people. Honestly, how hard is it to put yourself in their shoes? If someone killed your baby, would you be ready to go kill someone over it? What Israel has done to Gaza since October guarantees more Hamas or Hamas like groups. 2) What about the hostages?It is mind boggling that anyone can look at what Israel is doing and believe that their primary goal is to get the hostages out alive. How many of them has Israel already killed? I don’t think anyone actually knows, but it should be self evident that destroying a city that you claim contains hostages is not motivated by valuing their safety above all. Continuing the war doesn’t help the hostages. Israel can negotiate for them, as they have in the past. They hold all of the chips and they’ve got plenty of hostages of their own. 3) If Israel doesn’t finish the job there will be more 10/7s. This is laughably stupid. I don’t care what the loudest member of Hamas said they wanted to do, what matters is their ability to do it. Hamas has never pulled off anything like 10/7 before and they’re not likely to ever be able to again. Israel underestimated/supported the threat, they can just not do that again. Israel is a fortress and can easily secure its borders. There is simply no justification for this war to continue and you should never support anyone who wants to force you to fund it.",7861,1755
94,Republican Party,222100.0,186,-0.5,"As recently as 2020, the Israeli government was begging Arab governments to continue funding Hamas. Ask yourself why they'd do that. Ask yourself why the most secure border on earth fell to people on paragliders. Consider who this war benefits: Netanyahu, whose corruption scandals are now ignored; Hamas leadership, some of whom are billionaires that don't even live in Gaza; The US/Western military industrial complex, who has a green light to fund a second proxy war; The US government, who has now silenced the anti-war right; And all at the low, low cost of the God knows how many innocent Israelis and Palestinians who will die. Please, think.",3425,1132
41,Republican Party,7000000.0,939,-0.5,"As every single person knows, this ends when Hamas surrenders. But Hamas wont surrender. Because theyre counting on useful idiots to preserve their power. Hamas seeks Palestinian suffering.",26571,2929
32,Democratic Party,1000000.0,740,0.5,"As a jew, I have a sacred duty to support the candidate who believes in democracy and the rule of law, and not the candidate who was the driving force behind January 6.",11387,2657
32,Democratic Party,1000000.0,170,0.5,"As a Jew, I know that othering against one group leads to othering the rest of us",2667,339
63,Democratic Party,88800.0,543,0.5,"Are u fucking kidding me?? At least 400 Palestinians killed by Israel in a targeted attack on a refugee camp. Every US official supporting this has blood on their hands, but it starts at the top. Biden must resign. Blinken must resign. Not one penny more for Israel. #CeasefireNOW",5419,2199
41,Republican Party,7000000.0,750,-0.5,Agreed. This is precisely why Palestinian civilians in Gaza should listen to Israels warnings and leave target areas -- and it is also precisely why Hamas is telling them not to do so.,1064,234
32,Democratic Party,1000000.0,214,0.5,"Adelson: Jews have a ""sacred duty"" to vote for Trump.  Let that sink in.  Trump: Jews ""would have a lot to do with the loss"" if Harris wins.  Let that sink in.  This is not normal. Dont let anyone tell you either of these things are OK to say.  @birenbomb was there. x.com/TheNVIndy/stat…",2323,560
17,Democratic Party,1400000.0,101,0.5,"According to the White House, President Biden spoke by phone with the family of the two Americans released today after being taken hostage by Hamas.",1826,242
78,Republican Party,570400.0,805,-0.5,"@ComicDaveSmith, the reason Jewish people call you a self-hating Jew is because youre completely quite on the ""protests"" on college campuses that are straight up calling for ""more Oct 7th 10,000 times"", &""Go home to Poland Jew"".  Youre vocal on many things, why quite on this?",1780,175
28,Republican Party,157100.0,348,-0.5,"134 Innocent Hostages including 6 Americans are still being held by Hamas, Gazans and Palestinians. Not one word DEMANDING THEIR RELEASE from our President. On Oct 7th the Jewish People experienced the worst genocide since the Holocaust and we hear more about the suffering of Gazans than the constant threat for survival Israel and the Jewish people live with everyday! And let's reward them with another State and launching pad for terror. Your lack of support for the Jewish people and the State of Israel was loud and clear Mr President! @POTUS @AIPAC",4736,700
83,Republican Party,1900000.0,719,-0.5,".@bennydav, a Jew who survived the 1976 terrorist plane highjacking, explains why the Jewish people cant just leave Israel for safety reasons: ""Where do you want us to go? The people of Israel will stand and defend our land. Because this is the only one we’ve got.""",1313,318
41,Republican Party,7000000.0,274,-0.5,#BREAKING Hamas claims to have fired two rockets at Tel Aviv.  Residents report hearing explosions.,1064,234
77,Democratic Party,477600.0,345,0.5,"""You see, when we say kill all Jews its aspirational. We dont actually mean it. unless its possible and then, of course, wed be all over it.""     Words have meaning. This mealy-mouthed bullshit excuse is pathetic. You know exactly what you are doing.",4235,683
92,Democratic Party,1500000.0,630,0.5,"""The prime minister, who has prided himself on his vast political experience and irreplaceable wisdom in security matters, completely failed to identify the dangers he was consciously leading Israel into when establishing a government of annexation and dispossession."" These words from an editorial from 'Haaretz' should serve as a warning to America about the cost of broken politics:",13223,4037
20,Democratic Party,418700.0,483,0.5,"'The court said this must happen: 'You, Israel must stop your offensive in Rafah period.' It has nothing to do with Hamas is doing, it has nothing to do with anybody else is doing. It has nothing to do with what Israel says or doesn't say anything the court made an or the UN Security Council should have implemented that order. It didn't do that in large part because of these shenanigans by Biden and saying, oh, we got a cease fire deal.' - @samhusseini",1267,482
92,Democratic Party,1500000.0,984,0.5,"""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:",4230,1580
41,Republican Party,7000000.0,156,-0.5,"""I don’t know, frankly, who should control Gaza when or if Hamas is wiped out. But I do know it cant be Benjamin Netanyahu.""  Piers Morgan criticises the Israeli Prime Ministers plans to occupy Gaza after the bombing is done.  @piersmorgan. @TalkTV. #PMU",20479,4076
94,Republican Party,222100.0,709,-0.5,"'Hamas, to my great regret, is Israel’s creation.' These are the words of Avner Cohen, a former Israeli religious affairs official who worked in Gaza for decades. As you watch the death and destruction that is currently unfolding in Israel and Palestine, it's important for you to know that the Israeli government is responsible for the rise of Hamas. If it wasn't for Israel's government, Hamas might not even exist at all. Starting in the late 1970s, the Israeli government decided that they wanted a radical Islamist 'counterweight' to the PLO, which was run by Yasser Arafat's secularist and left-wing Fatah party. Their thinking was that, if the Palestinians were busy fighting each other, they wouldn't be able to fight Israel. Divide and conquer. Starting in the late 1970s, they began giving direct funding to a fringe group of radicals, their organizations, and their mosques. One of them was Sheikh Ahmed Yassin, leader of the Muslim Brotherhood in Gaza, who had also formed the Islamist group Mujama al-Islamiya. They were recognized as a charity by the Israeli government in 1979, and started receiving funding soon after. Brig. Gen. Yitzhak Segev, who was the Israeli military governor in Gaza at the time, said that he was given a budget to fund these mosques and organizations, and was told to give them preferential treatment over the PLO. Cohen wrote an official report to his superiors in the 1980s, where he warned them against continuing this strategy. 'I suggest focusing our efforts on finding ways to break up this monster before this reality jumps in our face,' he wrote at the time. They didn't listen. In 1987, those groups formed Hamas, and the rest is history. Thousands of innocent Israelis and Palestinians killed. And as we see today, that death count continues to rise. It's important to note that the US government gives billions of dollars to the Israeli government, and hundreds of millions to the Palestinian authority. American taxpayers are being forced to bankroll the carnage you're currently witnessing. It's long past time for that to end. Foreign military aid is the act of taking money from working Americans, and giving it to rich, powerful foreigners, to fund wars, genocides, terrorism and other horrors. It is long past time for it to end.",6409,2854
87,Republican Party,2700000.0,892,-0.5,"'Hamas started the war with a massacre, took these hostages and hid them in a crowded civilian area. Then, when Israel came to free them, Hamas responded with heavy fire, including RPGs—yet people are condemning Israel. It makes us wonder if the West has lost the moral discernment and instinct for self-preservation needed to defend itself in a world of killers. Hamas could not survive if not for its enablers around the world.' via @WSJopinion",3386,1129
